gene,transcript,protein
FBgn0260393.1,FBtr0310467.1,FBpp0302615.1
FBgn0260397.1,FBtr0332693.1,FBpp0304939.1
FBgn0260397.1,FBtr0074825.1,FBpp0074594.1
FBgn0260397.1,FBtr0074826.1,FBpp0074595.1
FBgn0036956.1,FBtr0074827.1,FBpp0074596.1
FBgn0036958.1,FBtr0306327.1,FBpp0297423.1
FBgn0036958.1,FBtr0306328.1,FBpp0297424.1
FBgn0036958.1,FBtr0074850.1,FBpp0074619.1
FBgn0036958.1,FBtr0074851.1,FBpp0074620.1
FBgn0036958.1,FBtr0306326.1,FBpp0297422.1
FBgn0036958.1,FBtr0308204.1,FBpp0300524.1
FBgn0036958.1,FBtr0306329.1,FBpp0297425.1
FBgn0036958.1,FBtr0302113.1,FBpp0291323.1
FBgn0024814.1,FBtr0300813.1,FBpp0290037.1
FBgn0024814.1,FBtr0332771.1,FBpp0305007.1
FBgn0024814.1,FBtr0301126.1,FBpp0290348.1
FBgn0024814.1,FBtr0074830.1,FBpp0074599.1
FBgn0036959.1,FBtr0074828.1,FBpp0074597.1
FBgn0036959.1,FBtr0074829.1,FBpp0074598.1
FBgn0265959.1,FBtr0342949.1,FBpp0309723.1
FBgn0265959.1,FBtr0342948.1,FBpp0309722.1
FBgn0265959.1,FBtr0342947.1,FBpp0309721.1
FBgn0265959.1,FBtr0342946.1,FBpp0309720.1
FBgn0264468.1,FBtr0344956.1,
FBgn0264468.1,FBtr0332778.1,
FBgn0264468.1,FBtr0332779.1,
FBgn0052228.1,FBtr0074836.1,FBpp0074605.1
FBgn0052227.1,FBtr0074848.1,FBpp0074617.1
FBgn0036962.1,FBtr0074849.1,FBpp0074618.1
FBgn0264482.1,FBtr0344582.1,
FBgn0036964.1,FBtr0074847.1,FBpp0074616.1
FBgn0052226.1,FBtr0074846.1,FBpp0074615.1
FBgn0036967.1,FBtr0344228.1,FBpp0310634.1
FBgn0036967.1,FBtr0074837.1,FBpp0074606.1
FBgn0036967.1,FBtr0074838.1,FBpp0074607.1
FBgn0036967.1,FBtr0332775.1,FBpp0305010.1
FBgn0264464.1,FBtr0332774.1,
FBgn0052225.1,FBtr0074845.1,FBpp0074614.1
FBgn0003124.1,FBtr0074839.1,FBpp0074608.1
FBgn0003124.1,FBtr0100318.1,FBpp0099722.1
FBgn0250791.1,FBtr0074840.1,FBpp0074609.1
FBgn0264467.1,FBtr0332776.1,
FBgn0262057.1,FBtr0074842.1,FBpp0074611.1
FBgn0262057.1,FBtr0345816.1,FBpp0311802.1
FBgn0262057.1,FBtr0074841.1,FBpp0074610.1
FBgn0036969.1,FBtr0074843.1,FBpp0074612.1
FBgn0036972.1,FBtr0347193.1,
FBgn0036970.1,FBtr0078172.1,FBpp0077830.1
FBgn0036970.1,FBtr0331816.1,FBpp0304200.1
FBgn0266934.1,FBtr0345846.1,
FBgn0036973.1,FBtr0078242.1,FBpp0077900.1
FBgn0036974.1,FBtr0331818.1,FBpp0304202.1
FBgn0036974.1,FBtr0078174.1,FBpp0077832.1
FBgn0036974.1,FBtr0078177.1,FBpp0077835.1
FBgn0036974.1,FBtr0078175.1,FBpp0077833.1
FBgn0036974.1,FBtr0078173.1,FBpp0077831.1
FBgn0036974.1,FBtr0331817.1,FBpp0304201.1
FBgn0036974.1,FBtr0078176.1,FBpp0077834.1
FBgn0036974.1,FBtr0078178.1,FBpp0077836.1
FBgn0036975.1,FBtr0331819.1,FBpp0304203.1
FBgn0036975.1,FBtr0078179.1,FBpp0077837.1
FBgn0036975.1,FBtr0331820.1,FBpp0304204.1
FBgn0024887.1,FBtr0078181.1,FBpp0077839.1
FBgn0036977.1,FBtr0308655.1,FBpp0300878.1
FBgn0036977.1,FBtr0308646.1,FBpp0300869.1
FBgn0259676.1,FBtr0078241.1,FBpp0077899.1
FBgn0036978.1,FBtr0308648.1,FBpp0300871.1
FBgn0036978.1,FBtr0078240.1,FBpp0077898.1
FBgn0036978.1,FBtr0308647.1,FBpp0300870.1
FBgn0001259.1,FBtr0078183.1,FBpp0077841.1
FBgn0036979.1,FBtr0078184.1,FBpp0077842.1
FBgn0001247.1,FBtr0273273.1,FBpp0271781.1
FBgn0036980.1,FBtr0078185.1,FBpp0077843.1
FBgn0036980.1,FBtr0330157.1,FBpp0303190.1
FBgn0036980.1,FBtr0330158.1,FBpp0303191.1
FBgn0027565.1,FBtr0078238.1,FBpp0077896.1
FBgn0011205.1,FBtr0078186.1,FBpp0077844.1
FBgn0011205.1,FBtr0078187.1,FBpp0077845.1
FBgn0011205.1,FBtr0078188.1,FBpp0077846.1
FBgn0011205.1,FBtr0307393.1,FBpp0298381.1
FBgn0011205.1,FBtr0078189.1,FBpp0077847.1
FBgn0011205.1,FBtr0078190.1,FBpp0077848.1
FBgn0011205.1,FBtr0307392.1,FBpp0298380.1
FBgn0264572.1,FBtr0333481.1,
FBgn0053969.1,FBtr0100010.1,FBpp0099839.1
FBgn0053969.1,FBtr0307394.1,FBpp0298382.1
FBgn0267237.1,FBtr0346407.1,
FBgn0028978.1,FBtr0078235.1,FBpp0077893.1
FBgn0267635.1,FBtr0347089.1,
FBgn0267635.1,FBtr0347090.1,
FBgn0036984.1,FBtr0078234.1,FBpp0077892.1
FBgn0036985.1,FBtr0078191.1,FBpp0077849.1
FBgn0036986.1,FBtr0078233.1,FBpp0077891.1
FBgn0036987.1,FBtr0078232.1,FBpp0077890.1
FBgn0036987.1,FBtr0078231.1,FBpp0077889.1
FBgn0036988.1,FBtr0310615.1,FBpp0302735.1
FBgn0036988.1,FBtr0078230.1,FBpp0077888.1
FBgn0029158.1,FBtr0290266.1,FBpp0288705.1
FBgn0019947.1,FBtr0078192.1,FBpp0077850.1
FBgn0019947.1,FBtr0333478.1,FBpp0305665.1
FBgn0019947.1,FBtr0078193.1,FBpp0077851.1
FBgn0019947.1,FBtr0333479.1,FBpp0305666.1
FBgn0019947.1,FBtr0114517.1,FBpp0113009.1
FBgn0036990.1,FBtr0078227.1,FBpp0077885.1
FBgn0036991.1,FBtr0344821.1,FBpp0311137.1
FBgn0036991.1,FBtr0078194.1,FBpp0077852.1
FBgn0036992.1,FBtr0078225.1,FBpp0077883.1
FBgn0036992.1,FBtr0078226.1,FBpp0077884.1
FBgn0266686.1,FBtr0345053.1,
FBgn0264571.1,FBtr0333480.1,
FBgn0036993.1,FBtr0078195.1,FBpp0077853.1
FBgn0036993.1,FBtr0300411.1,FBpp0289640.1
FBgn0036994.1,FBtr0331571.1,FBpp0303961.1
FBgn0036994.1,FBtr0078224.1,FBpp0077882.1
FBgn0083120.1,FBtr0300233.1,
FBgn0086082.1,FBtr0114358.1,
FBgn0082949.1,FBtr0113613.1,
FBgn0082948.1,FBtr0113614.1,
FBgn0082947.1,FBtr0113615.1,
FBgn0036995.1,FBtr0331569.1,FBpp0303959.1
FBgn0036995.1,FBtr0331570.1,FBpp0303960.1
FBgn0036995.1,FBtr0078223.1,FBpp0077881.1
FBgn0036996.1,FBtr0078196.1,FBpp0077854.1
FBgn0261832.1,FBtr0303393.1,FBpp0292455.1
FBgn0261832.1,FBtr0331568.1,FBpp0303958.1
FBgn0261832.1,FBtr0303392.1,FBpp0292454.1
FBgn0036997.1,FBtr0078197.1,FBpp0077855.1
FBgn0052428.1,FBtr0303381.1,FBpp0292443.1
FBgn0052428.1,FBtr0300452.1,FBpp0289680.1
FBgn0052428.1,FBtr0078222.1,FBpp0077880.1
FBgn0036998.1,FBtr0078198.1,FBpp0077856.1
FBgn0036999.1,FBtr0078199.1,FBpp0077857.1
FBgn0036999.1,FBtr0078200.1,FBpp0077858.1
FBgn0037000.1,FBtr0078220.1,FBpp0077878.1
FBgn0037000.1,FBtr0078221.1,FBpp0077879.1
FBgn0037001.1,FBtr0078201.1,FBpp0077859.1
FBgn0037001.1,FBtr0331564.1,FBpp0303954.1
FBgn0052425.1,FBtr0078202.1,FBpp0077860.1
FBgn0052425.1,FBtr0078203.1,FBpp0077861.1
FBgn0052425.1,FBtr0113436.1,FBpp0112348.1
FBgn0052425.1,FBtr0078205.1,FBpp0077863.1
FBgn0052425.1,FBtr0078204.1,FBpp0077862.1
FBgn0037003.1,FBtr0078206.1,FBpp0077864.1
FBgn0037004.1,FBtr0078207.1,FBpp0077865.1
FBgn0037005.1,FBtr0078208.1,FBpp0077866.1
FBgn0037007.1,FBtr0078219.1,FBpp0077877.1
FBgn0037007.1,FBtr0331567.1,FBpp0303957.1
FBgn0037007.1,FBtr0078218.1,FBpp0077876.1
FBgn0037007.1,FBtr0078216.1,FBpp0077874.1
FBgn0037007.1,FBtr0078217.1,FBpp0077875.1
FBgn0037008.1,FBtr0078215.1,FBpp0077873.1
FBgn0037009.1,FBtr0078209.1,FBpp0077867.1
FBgn0037010.1,FBtr0331566.1,FBpp0303956.1
FBgn0037010.1,FBtr0078214.1,FBpp0077872.1
FBgn0037011.1,FBtr0078210.1,FBpp0077868.1
FBgn0037012.1,FBtr0078213.1,FBpp0077871.1
FBgn0037013.1,FBtr0078211.1,FBpp0077869.1
FBgn0037013.1,FBtr0331565.1,FBpp0303955.1
FBgn0001323.1,FBtr0078212.1,FBpp0077870.1
FBgn0001323.1,FBtr0346815.1,FBpp0312390.1
FBgn0265895.1,FBtr0342782.1,
FBgn0265894.1,FBtr0342781.1,
FBgn0265894.1,FBtr0342780.1,
FBgn0265891.1,FBtr0342776.1,
FBgn0265892.1,FBtr0342777.1,
FBgn0265893.1,FBtr0342778.1,
FBgn0037014.1,FBtr0078243.1,FBpp0077901.1
FBgn0265896.1,FBtr0342779.1,
FBgn0001320.1,FBtr0078283.1,FBpp0077941.1
FBgn0001320.1,FBtr0344836.1,FBpp0311151.1
FBgn0037015.1,FBtr0305579.1,FBpp0294030.1
FBgn0037015.1,FBtr0113182.1,FBpp0112095.1
FBgn0037015.1,FBtr0113183.1,FBpp0112096.1
FBgn0085289.1,FBtr0333482.1,FBpp0305667.1
FBgn0264573.1,FBtr0333483.1,
FBgn0037016.1,FBtr0078245.1,FBpp0077903.1
FBgn0045474.1,FBtr0078281.1,FBpp0077939.1
FBgn0053912.1,FBtr0091916.1,FBpp0091157.1
FBgn0262896.1,FBtr0306312.1,FBpp0297415.1
FBgn0037017.1,FBtr0345811.1,FBpp0311797.1
FBgn0037017.1,FBtr0078280.1,FBpp0077938.1
FBgn0040634.1,FBtr0345810.1,FBpp0311796.1
FBgn0040634.1,FBtr0078246.1,FBpp0077904.1
FBgn0037018.1,FBtr0078279.1,FBpp0077937.1
FBgn0037018.1,FBtr0321286.1,FBpp0302832.1
FBgn0016696.1,FBtr0078250.1,FBpp0077908.1
FBgn0016696.1,FBtr0331523.1,FBpp0303913.1
FBgn0016696.1,FBtr0304936.1,FBpp0293475.1
FBgn0016696.1,FBtr0078247.1,FBpp0077905.1
FBgn0016696.1,FBtr0304935.1,FBpp0293474.1
FBgn0037019.1,FBtr0078278.1,FBpp0077936.1
FBgn0037020.1,FBtr0078251.1,FBpp0077909.1
FBgn0037021.1,FBtr0078277.1,FBpp0077935.1
FBgn0037022.1,FBtr0078276.1,FBpp0077934.1
FBgn0027364.1,FBtr0078274.1,FBpp0077932.1
FBgn0027364.1,FBtr0078275.1,FBpp0077933.1
FBgn0263844.1,FBtr0321301.1,
FBgn0263845.1,FBtr0321300.1,
FBgn0037023.1,FBtr0078273.1,FBpp0077931.1
FBgn0037024.1,FBtr0078252.1,FBpp0077910.1
FBgn0037024.1,FBtr0078254.1,FBpp0077912.1
FBgn0037024.1,FBtr0078253.1,FBpp0077911.1
FBgn0037025.1,FBtr0321284.1,FBpp0302830.1
FBgn0037025.1,FBtr0078255.1,FBpp0077913.1
FBgn0037026.1,FBtr0078272.1,FBpp0077930.1
FBgn0037026.1,FBtr0331529.1,FBpp0303919.1
FBgn0037026.1,FBtr0331528.1,FBpp0303918.1
FBgn0037027.1,FBtr0078256.1,FBpp0077914.1
FBgn0037027.1,FBtr0331525.1,FBpp0303915.1
FBgn0037027.1,FBtr0331526.1,FBpp0303916.1
FBgn0037027.1,FBtr0331524.1,FBpp0303914.1
FBgn0037028.1,FBtr0078271.1,FBpp0077929.1
FBgn0037028.1,FBtr0302947.1,FBpp0292073.1
FBgn0259243.1,FBtr0300535.1,FBpp0289762.1
FBgn0259243.1,FBtr0302643.1,FBpp0291783.1
FBgn0259243.1,FBtr0302642.1,FBpp0291782.1
FBgn0259243.1,FBtr0302641.1,FBpp0291781.1
FBgn0259243.1,FBtr0299892.1,FBpp0289170.1
FBgn0259243.1,FBtr0300534.1,FBpp0289761.1
FBgn0259243.1,FBtr0300530.1,FBpp0289757.1
FBgn0259243.1,FBtr0299891.1,FBpp0289169.1
FBgn0259243.1,FBtr0300528.1,FBpp0289755.1
FBgn0259243.1,FBtr0302637.1,FBpp0291777.1
FBgn0259243.1,FBtr0299893.1,FBpp0289171.1
FBgn0259243.1,FBtr0302640.1,FBpp0291780.1
FBgn0259243.1,FBtr0300532.1,FBpp0289759.1
FBgn0259243.1,FBtr0300533.1,FBpp0289760.1
FBgn0259243.1,FBtr0302639.1,FBpp0291779.1
FBgn0259243.1,FBtr0300529.1,FBpp0289756.1
FBgn0259243.1,FBtr0302638.1,FBpp0291778.1
FBgn0259243.1,FBtr0300531.1,FBpp0289758.1
FBgn0086915.1,FBtr0078270.1,FBpp0077928.1
FBgn0266933.1,FBtr0345827.1,
FBgn0037030.1,FBtr0078262.1,FBpp0077920.1
FBgn0037030.1,FBtr0345826.1,FBpp0311806.1
FBgn0040636.1,FBtr0331527.1,FBpp0303917.1
FBgn0040636.1,FBtr0078263.1,FBpp0077921.1
FBgn0267605.1,FBtr0347051.1,
FBgn0027055.1,FBtr0078269.1,FBpp0077927.1
FBgn0037031.1,FBtr0078264.1,FBpp0077922.1
FBgn0037031.1,FBtr0300873.1,FBpp0290095.1
FBgn0037031.1,FBtr0333371.1,FBpp0305563.1
FBgn0052432.1,FBtr0078268.1,FBpp0077926.1
FBgn0052432.1,FBtr0333372.1,FBpp0305564.1
FBgn0265897.1,FBtr0342762.1,
FBgn0259972.1,FBtr0346540.1,FBpp0312158.1
FBgn0259972.1,FBtr0300317.1,FBpp0289545.1
FBgn0264552.1,FBtr0333280.1,FBpp0305478.1
FBgn0266932.1,FBtr0345825.1,
FBgn0040637.1,FBtr0078265.1,FBpp0077923.1
FBgn0267297.1,FBtr0346552.1,
FBgn0264551.1,FBtr0333282.1,
FBgn0267298.1,FBtr0346553.1,
FBgn0264550.1,FBtr0333281.1,
FBgn0011591.1,FBtr0078267.1,FBpp0077925.1
FBgn0037035.1,FBtr0078266.1,FBpp0077924.1
FBgn0266778.1,FBtr0345403.1,
FBgn0037036.1,FBtr0078335.1,FBpp0077991.1
FBgn0037037.1,FBtr0078284.1,FBpp0077942.1
FBgn0037037.1,FBtr0346528.1,FBpp0312146.1
FBgn0037038.1,FBtr0078334.1,FBpp0077990.1
FBgn0037039.1,FBtr0078333.1,FBpp0077989.1
FBgn0037039.1,FBtr0339891.1,FBpp0308923.1
FBgn0037039.1,FBtr0333286.1,FBpp0305481.1
FBgn0037040.1,FBtr0114617.1,FBpp0113109.1
FBgn0037040.1,FBtr0308681.1,FBpp0300887.1
FBgn0037040.1,FBtr0333285.1,FBpp0305480.1
FBgn0037040.1,FBtr0114618.1,FBpp0113110.1
FBgn0037040.1,FBtr0114616.1,FBpp0113108.1
FBgn0053287.1,FBtr0290073.1,FBpp0288512.1
FBgn0053286.1,FBtr0113459.1,FBpp0112371.1
FBgn0053283.1,FBtr0302444.1,
FBgn0037042.1,FBtr0078286.1,FBpp0077944.1
FBgn0037042.1,FBtr0344990.1,FBpp0311244.1
FBgn0003415.1,FBtr0078329.1,FBpp0077985.1
FBgn0003415.1,FBtr0112830.1,FBpp0111743.1
FBgn0003415.1,FBtr0078328.1,FBpp0077984.1
FBgn0003415.1,FBtr0333284.1,FBpp0305479.1
FBgn0267606.1,FBtr0347052.1,
FBgn0263486.1,FBtr0309785.1,
FBgn0037044.1,FBtr0078287.1,FBpp0077945.1
FBgn0037044.1,FBtr0345136.1,FBpp0311357.1
FBgn0267451.1,FBtr0346822.1,
FBgn0037045.1,FBtr0078327.1,FBpp0077983.1
FBgn0028402.1,FBtr0304820.1,FBpp0293360.1
FBgn0028402.1,FBtr0078288.1,FBpp0077946.1
FBgn0037046.1,FBtr0078326.1,FBpp0077982.1
FBgn0026179.1,FBtr0078289.1,FBpp0077947.1
FBgn0026179.1,FBtr0301602.1,FBpp0290817.1
FBgn0026179.1,FBtr0078290.1,FBpp0077948.1
FBgn0026179.1,FBtr0111038.1,FBpp0110337.1
FBgn0262482.1,FBtr0304821.1,FBpp0293361.1
FBgn0020294.1,FBtr0333449.1,FBpp0305640.1
FBgn0020294.1,FBtr0078324.1,FBpp0077980.1
FBgn0053285.1,FBtr0078325.1,FBpp0077981.1
FBgn0267607.1,FBtr0347053.1,
FBgn0264566.1,FBtr0333448.1,FBpp0305639.1
FBgn0053284.1,FBtr0078291.1,FBpp0077949.1
FBgn0037050.1,FBtr0078292.1,FBpp0077950.1
FBgn0037050.1,FBtr0305500.1,FBpp0293952.1
FBgn0037051.1,FBtr0078323.1,FBpp0077979.1
FBgn0037051.1,FBtr0305502.1,FBpp0293954.1
FBgn0024150.1,FBtr0301701.1,FBpp0290915.1
FBgn0024150.1,FBtr0330066.1,FBpp0303099.1
FBgn0024150.1,FBtr0330067.1,FBpp0303100.1
FBgn0024150.1,FBtr0333358.1,FBpp0305550.1
FBgn0024150.1,FBtr0305501.1,FBpp0293953.1
FBgn0021760.1,FBtr0089460.1,FBpp0088469.1
FBgn0021760.1,FBtr0089461.1,FBpp0088470.1
FBgn0021760.1,FBtr0089462.1,FBpp0088471.1
FBgn0041607.1,FBtr0089463.1,FBpp0089009.1
FBgn0259239.1,FBtr0305981.1,FBpp0297123.1
FBgn0259239.1,FBtr0299857.1,FBpp0289135.1
FBgn0267613.1,FBtr0347054.1,
FBgn0041100.1,FBtr0078319.1,FBpp0077975.1
FBgn0041100.1,FBtr0078318.1,FBpp0077974.1
FBgn0085290.1,FBtr0112456.1,FBpp0111371.1
FBgn0053054.1,FBtr0078316.1,FBpp0077972.1
FBgn0053054.1,FBtr0078317.1,FBpp0077973.1
FBgn0053056.1,FBtr0078311.1,FBpp0077967.1
FBgn0053056.1,FBtr0078314.1,FBpp0077970.1
FBgn0053056.1,FBtr0078312.1,FBpp0077968.1
FBgn0053056.1,FBtr0078315.1,FBpp0077971.1
FBgn0053056.1,FBtr0078313.1,FBpp0077969.1
FBgn0037057.1,FBtr0078297.1,FBpp0077954.1
FBgn0037057.1,FBtr0078300.1,FBpp0077957.1
FBgn0037057.1,FBtr0078298.1,FBpp0077955.1
FBgn0037057.1,FBtr0078299.1,FBpp0077956.1
FBgn0037059.1,FBtr0078310.1,FBpp0077966.1
FBgn0037060.1,FBtr0331854.1,FBpp0304238.1
FBgn0037060.1,FBtr0307386.1,FBpp0298375.1
FBgn0037060.1,FBtr0307387.1,FBpp0298376.1
FBgn0037060.1,FBtr0307385.1,FBpp0298374.1
FBgn0037061.1,FBtr0078309.1,FBpp0077965.1
FBgn0028427.1,FBtr0078305.1,FBpp0077962.1
FBgn0028427.1,FBtr0307160.1,FBpp0297989.1
FBgn0262855.1,FBtr0306161.1,FBpp0297291.1
FBgn0004865.1,FBtr0306157.1,FBpp0297287.1
FBgn0004865.1,FBtr0306158.1,FBpp0297288.1
FBgn0004865.1,FBtr0078306.1,FBpp0077963.1
FBgn0004865.1,FBtr0078307.1,FBpp0077964.1
FBgn0262854.1,FBtr0306159.1,FBpp0297289.1
FBgn0037063.1,FBtr0078417.1,FBpp0078071.1
FBgn0037063.1,FBtr0305708.1,FBpp0296988.1
FBgn0037064.1,FBtr0078415.1,FBpp0078069.1
FBgn0266655.1,FBtr0344961.1,
FBgn0012034.1,FBtr0078413.1,FBpp0078067.1
FBgn0012034.1,FBtr0078414.1,FBpp0078068.1
FBgn0012034.1,FBtr0333126.1,FBpp0305337.1
FBgn0027945.1,FBtr0078412.1,FBpp0078066.1
FBgn0037065.1,FBtr0345804.1,FBpp0311790.1
FBgn0037065.1,FBtr0332860.1,FBpp0305082.1
FBgn0037065.1,FBtr0078411.1,FBpp0078065.1
FBgn0037065.1,FBtr0078410.1,FBpp0078064.1
FBgn0259785.1,FBtr0078336.1,FBpp0077992.1
FBgn0259785.1,FBtr0331793.1,FBpp0304178.1
FBgn0037067.1,FBtr0078409.1,FBpp0078063.1
FBgn0037068.1,FBtr0333394.1,FBpp0305586.1
FBgn0037068.1,FBtr0078337.1,FBpp0077993.1
FBgn0000551.1,FBtr0078408.1,FBpp0078062.1
FBgn0000551.1,FBtr0344634.1,FBpp0310951.1
FBgn0263841.1,FBtr0321302.1,FBpp0302845.1
FBgn0263841.1,FBtr0321303.1,FBpp0302846.1
FBgn0037069.1,FBtr0078338.1,FBpp0077994.1
FBgn0266981.1,FBtr0345882.1,
FBgn0037070.1,FBtr0345883.1,FBpp0311813.1
FBgn0037070.1,FBtr0321283.1,FBpp0302829.1
FBgn0037070.1,FBtr0078407.1,FBpp0078061.1
FBgn0037070.1,FBtr0331798.1,FBpp0304183.1
FBgn0037070.1,FBtr0078406.1,FBpp0078060.1
FBgn0037070.1,FBtr0321282.1,FBpp0302828.1
FBgn0267614.1,FBtr0347055.1,
FBgn0037071.1,FBtr0078339.1,FBpp0077995.1
FBgn0037071.1,FBtr0321281.1,FBpp0302827.1
FBgn0003042.1,FBtr0078405.1,FBpp0078059.1
FBgn0267234.1,FBtr0346405.1,
FBgn0086913.1,FBtr0331794.1,FBpp0304179.1
FBgn0086913.1,FBtr0345428.1,FBpp0311553.1
FBgn0086913.1,FBtr0112677.1,FBpp0111589.1
FBgn0086913.1,FBtr0112678.1,FBpp0111590.1
FBgn0086913.1,FBtr0331795.1,FBpp0304180.1
FBgn0086913.1,FBtr0301529.1,FBpp0290744.1
FBgn0267737.1,FBtr0347297.1,
FBgn0037073.1,FBtr0078342.1,FBpp0077998.1
FBgn0037074.1,FBtr0331797.1,FBpp0304182.1
FBgn0037074.1,FBtr0078404.1,FBpp0078058.1
FBgn0052436.1,FBtr0078343.1,FBpp0077999.1
FBgn0037076.1,FBtr0078403.1,FBpp0078057.1
FBgn0037076.1,FBtr0305306.1,FBpp0293849.1
FBgn0037078.1,FBtr0331796.1,FBpp0304181.1
FBgn0037078.1,FBtr0306795.1,FBpp0297707.1
FBgn0052437.1,FBtr0078344.1,FBpp0078000.1
FBgn0052440.1,FBtr0078345.1,FBpp0078001.1
FBgn0261258.1,FBtr0078346.1,FBpp0078002.1
FBgn0261258.1,FBtr0333385.1,FBpp0305577.1
FBgn0261258.1,FBtr0309230.1,FBpp0301169.1
FBgn0261258.1,FBtr0333386.1,FBpp0305578.1
FBgn0267615.1,FBtr0347056.1,
FBgn0002842.1,FBtr0078401.1,FBpp0078055.1
FBgn0267616.1,FBtr0347057.1,
FBgn0037081.1,FBtr0078399.1,FBpp0078053.1
FBgn0037081.1,FBtr0078400.1,FBpp0078054.1
FBgn0053288.1,FBtr0301013.1,FBpp0290235.1
FBgn0005694.1,FBtr0078349.1,FBpp0078005.1
FBgn0005694.1,FBtr0330156.1,FBpp0303189.1
FBgn0005694.1,FBtr0078348.1,FBpp0078004.1
FBgn0005694.1,FBtr0078350.1,FBpp0078006.1
FBgn0037082.1,FBtr0078397.1,FBpp0078051.1
FBgn0037082.1,FBtr0331822.1,FBpp0304206.1
FBgn0037083.1,FBtr0078396.1,FBpp0078050.1
FBgn0037083.1,FBtr0331821.1,FBpp0304205.1
FBgn0086377.1,FBtr0078351.1,FBpp0078007.1
FBgn0086377.1,FBtr0078352.1,FBpp0078008.1
FBgn0014143.1,FBtr0078395.1,FBpp0078049.1
FBgn0037085.1,FBtr0332718.1,FBpp0304964.1
FBgn0037085.1,FBtr0078394.1,FBpp0078048.1
FBgn0037086.1,FBtr0078393.1,FBpp0078047.1
FBgn0037087.1,FBtr0078353.1,FBpp0078009.1
FBgn0037087.1,FBtr0332711.1,FBpp0304957.1
FBgn0015239.1,FBtr0303654.1,FBpp0292671.1
FBgn0015239.1,FBtr0078392.1,FBpp0089291.1
FBgn0015239.1,FBtr0078391.1,FBpp0078046.1
FBgn0015239.1,FBtr0303653.1,FBpp0292670.1
FBgn0015239.1,FBtr0078389.1,FBpp0078044.1
FBgn0015239.1,FBtr0078390.1,FBpp0078045.1
FBgn0264554.1,FBtr0344984.1,
FBgn0264554.1,FBtr0344642.1,
FBgn0264561.1,FBtr0078388.1,FBpp0078043.1
FBgn0264561.1,FBtr0332717.1,FBpp0304963.1
FBgn0037090.1,FBtr0078354.1,FBpp0078010.1
FBgn0037092.1,FBtr0339793.1,FBpp0308840.1
FBgn0037092.1,FBtr0332714.1,FBpp0304960.1
FBgn0037092.1,FBtr0332713.1,FBpp0304959.1
FBgn0037092.1,FBtr0332715.1,FBpp0304961.1
FBgn0037092.1,FBtr0332712.1,FBpp0304958.1
FBgn0037092.1,FBtr0078356.1,FBpp0078012.1
FBgn0026371.1,FBtr0078387.1,FBpp0078042.1
FBgn0037093.1,FBtr0078357.1,FBpp0078013.1
FBgn0037093.1,FBtr0078358.1,FBpp0078014.1
FBgn0037093.1,FBtr0332716.1,FBpp0304962.1
FBgn0037094.1,FBtr0078363.1,FBpp0078019.1
FBgn0037094.1,FBtr0301198.1,FBpp0290416.1
FBgn0037094.1,FBtr0078364.1,FBpp0078020.1
FBgn0037094.1,FBtr0078362.1,FBpp0078018.1
FBgn0037094.1,FBtr0078365.1,FBpp0078021.1
FBgn0037094.1,FBtr0078361.1,FBpp0078017.1
FBgn0037094.1,FBtr0078359.1,FBpp0078015.1
FBgn0037094.1,FBtr0301197.1,FBpp0290415.1
FBgn0037094.1,FBtr0078366.1,FBpp0078022.1
FBgn0052442.1,FBtr0273421.1,FBpp0271929.1
FBgn0052442.1,FBtr0089798.1,FBpp0088739.1
FBgn0052442.1,FBtr0089797.1,FBpp0088738.1
FBgn0264469.1,FBtr0332793.1,
FBgn0029152.1,FBtr0078383.1,FBpp0078038.1
FBgn0029152.1,FBtr0078384.1,FBpp0078039.1
FBgn0029152.1,FBtr0305331.1,FBpp0293874.1
FBgn0053289.1,FBtr0305326.1,FBpp0293869.1
FBgn0053289.1,FBtr0305327.1,FBpp0293870.1
FBgn0015283.1,FBtr0078368.1,FBpp0078024.1
FBgn0015283.1,FBtr0333453.1,FBpp0305644.1
FBgn0263911.1,FBtr0333464.1,FBpp0305654.1
FBgn0263911.1,FBtr0078382.1,FBpp0078037.1
FBgn0028663.1,FBtr0333454.1,FBpp0305645.1
FBgn0028663.1,FBtr0078369.1,FBpp0078025.1
FBgn0053290.1,FBtr0078370.1,FBpp0078026.1
FBgn0037098.1,FBtr0346819.1,FBpp0312394.1
FBgn0037098.1,FBtr0346818.1,FBpp0312393.1
FBgn0037098.1,FBtr0346817.1,FBpp0312392.1
FBgn0037099.1,FBtr0078380.1,FBpp0078035.1
FBgn0037100.1,FBtr0333458.1,FBpp0305648.1
FBgn0037100.1,FBtr0078379.1,FBpp0078034.1
FBgn0037101.1,FBtr0078371.1,FBpp0078027.1
FBgn0037102.1,FBtr0078377.1,FBpp0078032.1
FBgn0052438.1,FBtr0301601.1,FBpp0290816.1
FBgn0052438.1,FBtr0333456.1,FBpp0305647.1
FBgn0052438.1,FBtr0301600.1,FBpp0290815.1
FBgn0052438.1,FBtr0333455.1,FBpp0305646.1
FBgn0262330.1,FBtr0304508.1,
FBgn0262330.1,FBtr0304509.1,
FBgn0052441.1,FBtr0300058.1,FBpp0289335.1
FBgn0052441.1,FBtr0300057.1,FBpp0289334.1
FBgn0264567.1,FBtr0333457.1,
FBgn0261953.1,FBtr0333465.1,FBpp0305655.1
